timestamp	sensor_id	temp_c	humidity_pct
2026-03-10T12:00:38	s1	21.0	42.1
2026-03-10T12:00:38	s2	19.7	47.2
2026-03-10T12:00:38	s3	23.2	47.6
2026-03-10T12:00:39	s1	21.0	42.9
2026-03-10T12:00:39	s2	19.5	43.1
2026-03-10T12:00:39	s3	23.1	47.1
2026-03-10T12:00:40	s1	21.2	43.2
2026-03-10T12:00:40	s2	19.5	46.8
2026-03-10T12:00:40	s3	23.3	44.9
2026-03-10T12:00:41	s1	21.1	43.3
2026-03-10T12:00:41	s2	19.6	47.3
2026-03-10T12:00:41	s3	23.3	44.7
2026-03-10T12:00:42	s1	21.0	43.8
2026-03-10T12:00:42	s2	19.7	46.0
2026-03-10T12:00:42	s3	23.3	47.1
2026-03-10T12:00:43	s1	21.0	44.1
2026-03-10T12:00:43	s2	19.5	48.0
2026-03-10T12:00:43	s3	23.3	42.0
2026-03-10T12:00:44	s1	21.1	43.5
2026-03-10T12:00:44	s2	19.5	45.6
2026-03-10T12:00:44	s3	23.3	45.1
2026-03-10T12:00:45	s1	21.2	43.3
2026-03-10T12:00:45	s2	19.5	47.4
2026-03-10T12:00:45	s3	23.1	42.8
2026-03-10T12:00:46	s1	21.0	46.1
2026-03-10T12:00:46	s2	19.5	43.6
2026-03-10T12:00:46	s3	23.2	42.6
2026-03-10T12:00:47	s1	21.2	45.9
2026-03-10T12:00:47	s2	19.6	46.9
2026-03-10T12:00:47	s3	23.3	47.7
2026-03-10T12:00:48	s1	21.2	43.5
2026-03-10T12:00:48	s2	19.5	47.1
2026-03-10T12:00:48	s3	23.4	47.8
2026-03-10T12:00:49	s1	21.0	46.8
2026-03-10T12:00:49	s2	19.6	43.0
2026-03-10T12:00:49	s3	23.2	46.3
2026-03-10T12:00:50	s1	21.1	44.7
2026-03-10T12:00:50	s2	19.6	43.6
2026-03-10T12:00:50	s3	23.2	42.6
2026-03-10T12:00:51	s1	21.1	43.2
2026-03-10T12:00:51	s2	19.6	47.4
2026-03-10T12:00:51	s3	23.4	44.7
2026-03-10T12:00:52	s1	21.2	47.7
2026-03-10T12:00:52	s2	19.5	44.5
2026-03-10T12:00:52	s3	23.3	47.3
2026-03-10T12:00:53	s1	21.2	45.2
2026-03-10T12:00:53	s2	19.6	42.7
2026-03-10T12:00:53	s3	23.4	44.6
2026-03-10T12:00:54	s1	21.0	43.5
2026-03-10T12:00:54	s2	19.5	44.2
2026-03-10T12:00:54	s3	23.2	43.9
2026-03-10T12:00:55	s1	21.0	46.1
2026-03-10T12:00:55	s2	19.7	43.3
2026-03-10T12:00:55	s3	23.3	43.9
2026-03-10T12:00:56	s1	21.0	42.4
2026-03-10T12:00:56	s2	19.5	43.3
2026-03-10T12:00:56	s3	23.2	45.4
2026-03-10T12:00:57	s1	21.2	47.7
2026-03-10T12:00:57	s2	19.7	46.0
2026-03-10T12:00:57	s3	23.3	45.9
2026-03-10T12:00:58	s1	21.2	44.6
2026-03-10T12:00:58	s2	19.7	43.2
2026-03-10T12:00:58	s3	23.2	45.0
2026-03-10T12:00:59	s1	21.0	43.6
2026-03-10T12:00:59	s2	19.5	44.7
2026-03-10T12:00:59	s3	23.3	45.5
2026-03-10T12:01:00	s1	21.0	42.1
2026-03-10T12:01:00	s2	19.5	46.7
2026-03-10T12:01:00	s3	23.3	42.0
2026-03-10T12:01:01	s1	21.1	42.8
2026-03-10T12:01:01	s2	19.8	42.2
2026-03-10T12:01:01	s3	23.3	45.2
2026-03-10T12:01:02	s1	21.1	42.1
2026-03-10T12:01:02	s2	19.6	47.0
2026-03-10T12:01:02	s3	23.3	43.8
2026-03-10T12:01:03	s1	21.1	44.1
2026-03-10T12:01:03	s2	19.5	46.6
2026-03-10T12:01:03	s3	23.3	42.3
2026-03-10T12:01:04	s1	21.1	47.9
2026-03-10T12:01:04	s2	19.6	45.8
2026-03-10T12:01:04	s3	23.4	47.1
2026-03-10T12:01:05	s1	21.3	42.6
2026-03-10T12:01:05	s2	19.5	47.0
2026-03-10T12:01:05	s3	23.2	48.0
2026-03-10T12:01:06	s1	21.2	46.3
2026-03-10T12:01:06	s2	19.5	42.5
2026-03-10T12:01:06	s3	23.4	46.9
2026-03-10T12:01:07	s1	21.2	45.2
2026-03-10T12:01:07	s2	19.5	46.1
2026-03-10T12:01:07	s3	23.2	47.3
2026-03-10T12:01:08	s1	21.0	42.3
2026-03-10T12:01:08	s2	19.6	43.6
2026-03-10T12:01:08	s3	23.4	46.7
2026-03-10T12:01:09	s1	21.1	46.2
2026-03-10T12:01:09	s2	19.8	45.5
2026-03-10T12:01:09	s3	23.2	43.9
2026-03-10T12:01:10	s1	21.0	45.5
2026-03-10T12:01:10	s2	19.7	47.4
2026-03-10T12:01:10	s3	23.4	46.0
2026-03-10T12:01:11	s1	21.1	43.4
2026-03-10T12:01:11	s2	19.6	44.9
2026-03-10T12:01:11	s3	23.3	46.6
2026-03-10T12:01:12	s1	21.1	42.6
2026-03-10T12:01:12	s2	19.7	46.3
2026-03-10T12:01:12	s3	23.3	47.0
2026-03-10T12:01:13	s1	21.1	45.9
2026-03-10T12:01:13	s2	19.8	46.2
2026-03-10T12:01:13	s3	23.2	45.0
2026-03-10T12:01:14	s1	21.1	46.0
2026-03-10T12:01:14	s2	19.6	44.3
2026-03-10T12:01:14	s3	23.3	44.0
2026-03-10T12:01:15	s1	21.2	46.6
2026-03-10T12:01:15	s2	19.7	43.9
2026-03-10T12:01:15	s3	23.5	46.3
2026-03-10T12:01:16	s1	21.2	47.1
2026-03-10T12:01:16	s2	19.5	42.8
2026-03-10T12:01:16	s3	23.5	44.3
2026-03-10T12:01:17	s1	21.1	45.7
2026-03-10T12:01:17	s2	19.6	44.4
2026-03-10T12:01:17	s3	23.2	44.5
2026-03-10T12:01:18	s1	21.2	47.7
2026-03-10T12:01:18	s2	19.7	42.6
2026-03-10T12:01:18	s3	23.3	42.6
2026-03-10T12:01:19	s1	21.0	42.1
2026-03-10T12:01:19	s2	19.6	43.6
2026-03-10T12:01:19	s3	23.3	45.2
2026-03-10T12:01:20	s1	21.1	42.7
2026-03-10T12:01:20	s2	19.7	44.1
2026-03-10T12:01:20	s3	23.3	44.4
2026-03-10T12:01:21	s1	21.1	44.0
2026-03-10T12:01:21	s2	19.6	44.2
2026-03-10T12:01:21	s3	23.2	44.3
2026-03-10T12:01:22	s1	21.3	43.2
2026-03-10T12:01:22	s2	19.6	43.1
2026-03-10T12:01:22	s3	23.3	45.6
2026-03-10T12:01:23	s1	21.2	42.7
2026-03-10T12:01:23	s2	19.5	43.5
2026-03-10T12:01:23	s3	23.2	42.7
2026-03-10T12:01:24	s1	21.3	45.5
2026-03-10T12:01:24	s2	19.6	45.2
2026-03-10T12:01:24	s3	23.3	47.3
2026-03-10T12:01:25	s1	21.2	44.4
2026-03-10T12:01:25	s2	19.6	43.3
2026-03-10T12:01:25	s3	23.5	46.2
2026-03-10T12:01:26	s1	21.2	43.0
2026-03-10T12:01:26	s2	19.6	45.8
2026-03-10T12:01:26	s3	23.4	43.7
2026-03-10T12:01:27	s1	21.0	43.1
2026-03-10T12:01:27	s2	19.8	45.7
2026-03-10T12:01:27	s3	23.4	47.1
2026-03-10T12:01:28	s1	21.2	43.0
2026-03-10T12:01:28	s2	19.7	43.0
2026-03-10T12:01:28	s3	23.3	44.7
2026-03-10T12:01:29	s1	21.3	46.0
2026-03-10T12:01:29	s2	19.7	42.1
2026-03-10T12:01:29	s3	23.5	47.3
2026-03-10T12:01:30	s1	21.1	46.6
2026-03-10T12:01:30	s2	19.5	44.1
2026-03-10T12:01:30	s3	23.4	42.0
2026-03-10T12:01:31	s1	21.3	44.8
2026-03-10T12:01:31	s2	19.5	42.1
2026-03-10T12:01:31	s3	23.4	43.7
2026-03-10T12:01:32	s1	21.1	45.0
2026-03-10T12:01:32	s2	19.8	46.7
2026-03-10T12:01:32	s3	23.3	46.8
2026-03-10T12:01:33	s1	21.1	44.9
2026-03-10T12:01:33	s2	19.6	45.3
2026-03-10T12:01:33	s3	23.4	43.5
2026-03-10T12:01:34	s1	21.2	47.0
2026-03-10T12:01:34	s2	19.6	44.0
2026-03-10T12:01:34	s3	23.4	46.0
2026-03-10T12:01:35	s1	21.3	47.1
2026-03-10T12:01:35	s2	19.7	43.6
2026-03-10T12:01:35	s3	23.4	45.8
2026-03-10T12:01:36	s1	21.1	44.5
2026-03-10T12:01:36	s2	19.6	48.0
2026-03-10T12:01:36	s3	23.3	42.2
2026-03-10T12:01:37	s1	21.2	46.2
2026-03-10T12:01:37	s2	19.7	43.2
2026-03-10T12:01:37	s3	23.3	47.5
2026-03-10T12:01:38	s1	21.2	42.6
2026-03-10T12:01:38	s2	19.6	45.8
2026-03-10T12:01:38	s3	23.4	47.5
2026-03-10T12:01:39	s1	21.3	47.3
2026-03-10T12:01:39	s2	19.6	47.5
2026-03-10T12:01:39	s3	23.4	44.0
2026-03-10T12:01:40	s1	21.2	47.7
2026-03-10T12:01:40	s2	19.6	43.1
2026-03-10T12:01:40	s3	23.4	46.2
2026-03-10T12:01:41	s1	21.3	42.7
2026-03-10T12:01:41	s2	19.8	45.4
2026-03-10T12:01:41	s3	23.5	44.1
2026-03-10T12:01:42	s1	21.1	42.1
2026-03-10T12:01:42	s2	19.8	42.9
2026-03-10T12:01:42	s3	23.5	45.1
2026-03-10T12:01:43	s1	21.1	45.3
2026-03-10T12:01:43	s2	19.6	44.9
2026-03-10T12:01:43	s3	23.3	43.8
2026-03-10T12:01:44	s1	21.2	43.3
2026-03-10T12:01:44	s2	19.8	42.7
2026-03-10T12:01:44	s3	23.4	42.0
2026-03-10T12:01:45	s1	21.2	47.0
2026-03-10T12:01:45	s2	19.6	42.8
2026-03-10T12:01:45	s3	23.5	46.7
2026-03-10T12:01:46	s1	21.2	47.8
2026-03-10T12:01:46	s2	19.7	47.7
2026-03-10T12:01:46	s3	23.5	42.9
2026-03-10T12:01:47	s1	21.3	44.6
2026-03-10T12:01:47	s2	19.8	43.7
2026-03-10T12:01:47	s3	23.3	47.6
2026-03-10T12:01:48	s1	21.1	46.1
2026-03-10T12:01:48	s2	19.7	44.4
2026-03-10T12:01:48	s3	23.5	47.4
2026-03-10T12:01:49	s1	21.3	45.6
2026-03-10T12:01:49	s2	19.6	44.6
2026-03-10T12:01:49	s3	23.5	46.8
2026-03-10T12:01:50	s1	21.1	46.6
2026-03-10T12:01:50	s2	19.6	44.5
2026-03-10T12:01:50	s3	23.3	43.8
2026-03-10T12:01:51	s1	21.2	47.6
2026-03-10T12:01:51	s2	19.7	43.1
2026-03-10T12:01:51	s3	23.5	47.0
2026-03-10T12:01:52	s1	21.1	45.2
2026-03-10T12:01:52	s2	19.8	45.0
2026-03-10T12:01:52	s3	23.5	44.1
2026-03-10T12:01:53	s1	21.2	44.8
2026-03-10T12:01:53	s2	19.9	44.8
2026-03-10T12:01:53	s3	23.5	42.2
2026-03-10T12:01:54	s1	21.3	42.5
2026-03-10T12:01:54	s2	19.6	47.4
2026-03-10T12:01:54	s3	23.5	45.5
2026-03-10T12:01:55	s1	21.2	45.7
2026-03-10T12:01:55	s2	19.8	47.3
2026-03-10T12:01:55	s3	23.3	47.1
2026-03-10T12:01:56	s1	21.1	46.0
2026-03-10T12:01:56	s2	19.7	46.6
2026-03-10T12:01:56	s3	23.4	47.0
2026-03-10T12:01:57	s1	21.1	43.6
2026-03-10T12:01:57	s2	19.9	42.6
2026-03-10T12:01:57	s3	23.5	46.9
2026-03-10T12:01:58	s1	21.3	46.1
2026-03-10T12:01:58	s2	19.8	42.7
2026-03-10T12:01:58	s3	23.5	45.1
2026-03-10T12:01:59	s1	21.3	46.2
2026-03-10T12:01:59	s2	19.7	45.4
2026-03-10T12:01:59	s3	23.6	42.8
2026-03-10T12:02:00	s1	21.4	45.8
2026-03-10T12:02:00	s2	19.6	45.8
2026-03-10T12:02:00	s3	23.5	47.6
2026-03-10T12:02:01	s1	21.3	45.7
2026-03-10T12:02:01	s2	19.7	42.4
2026-03-10T12:02:01	s3	23.3	47.3
2026-03-10T12:02:02	s1	21.2	43.5
2026-03-10T12:02:02	s2	19.6	42.1
2026-03-10T12:02:02	s3	23.4	44.3
2026-03-10T12:02:03	s1	21.4	43.8
2026-03-10T12:02:03	s2	19.7	43.1
2026-03-10T12:02:03	s3	23.4	47.1
2026-03-10T12:02:04	s1	21.2	45.7
2026-03-10T12:02:04	s2	19.7	45.9
2026-03-10T12:02:04	s3	23.3	42.9
2026-03-10T12:02:05	s1	21.1	42.9
2026-03-10T12:02:05	s2	19.8	43.4
2026-03-10T12:02:05	s3	23.5	46.2
2026-03-10T12:02:06	s1	21.2	44.9
2026-03-10T12:02:06	s2	19.7	42.6
2026-03-10T12:02:06	s3	23.5	44.2
2026-03-10T12:02:07	s1	21.2	44.3
2026-03-10T12:02:07	s2	19.8	44.8
2026-03-10T12:02:07	s3	23.5	42.9
2026-03-10T12:02:08	s1	21.2	42.7
2026-03-10T12:02:08	s2	19.7	45.5
2026-03-10T12:02:08	s3	23.3	45.9
2026-03-10T12:02:09	s1	21.3	44.7
2026-03-10T12:02:09	s2	19.9	44.1
2026-03-10T12:02:09	s3	23.3	47.3
2026-03-10T12:02:10	s1	21.2	42.1
2026-03-10T12:02:10	s2	19.7	45.0
2026-03-10T12:02:10	s3	23.6	43.3
2026-03-10T12:02:11	s1	21.4	45.2
2026-03-10T12:02:11	s2	19.8	43.0
2026-03-10T12:02:11	s3	23.4	45.9
2026-03-10T12:02:12	s1	21.3	44.8
2026-03-10T12:02:12	s2	19.9	42.8
2026-03-10T12:02:12	s3	23.5	46.0
2026-03-10T12:02:13	s1	21.4	42.4
2026-03-10T12:02:13	s2	19.9	44.9
2026-03-10T12:02:13	s3	23.6	45.6
2026-03-10T12:02:14	s1	21.2	46.3
2026-03-10T12:02:14	s2	19.8	46.0
2026-03-10T12:02:14	s3	23.4	46.2
2026-03-10T12:02:15	s1	21.3	45.5
2026-03-10T12:02:15	s2	19.8	47.0
2026-03-10T12:02:15	s3	23.3	42.2
2026-03-10T12:02:16	s1	21.3	43.4
2026-03-10T12:02:16	s2	19.8	45.0
2026-03-10T12:02:16	s3	23.5	43.9
2026-03-10T12:02:17	s1	21.2	46.6
2026-03-10T12:02:17	s2	19.9	46.8
2026-03-10T12:02:17	s3	23.4	47.3
2026-03-10T12:02:18	s1	21.3	44.3
2026-03-10T12:02:18	s2	19.9	47.5
2026-03-10T12:02:18	s3	23.3	43.5
2026-03-10T12:02:19	s1	21.1	46.5
2026-03-10T12:02:19	s2	19.8	44.2
2026-03-10T12:02:19	s3	23.5	42.2
2026-03-10T12:02:20	s1	21.2	42.6
2026-03-10T12:02:20	s2	19.8	42.8
2026-03-10T12:02:20	s3	23.5	45.3
2026-03-10T12:02:21	s1	21.2	44.9
2026-03-10T12:02:21	s2	19.8	43.4
2026-03-10T12:02:21	s3	23.6	44.6
2026-03-10T12:02:22	s1	21.3	46.7
2026-03-10T12:02:22	s2	19.7	42.1
2026-03-10T12:02:22	s3	23.6	42.6
2026-03-10T12:02:23	s1	21.1	42.8
2026-03-10T12:02:23	s2	19.6	46.6
2026-03-10T12:02:23	s3	23.5	47.2
2026-03-10T12:02:24	s1	21.2	46.1
2026-03-10T12:02:24	s2	19.9	46.4
2026-03-10T12:02:24	s3	23.5	43.1
2026-03-10T12:02:25	s1	21.2	47.0
2026-03-10T12:02:25	s2	19.8	44.1
2026-03-10T12:02:25	s3	23.6	47.1
2026-03-10T12:02:26	s1	21.4	44.6
2026-03-10T12:02:26	s2	19.8	47.2
2026-03-10T12:02:26	s3	23.5	42.8
2026-03-10T12:02:27	s1	21.3	42.6
2026-03-10T12:02:27	s2	19.8	42.3
2026-03-10T12:02:27	s3	23.5	42.1
2026-03-10T12:02:28	s1	21.4	43.7
2026-03-10T12:02:28	s2	19.9	44.3
2026-03-10T12:02:28	s3	23.5	47.2
2026-03-10T12:02:29	s1	21.2	43.7
2026-03-10T12:02:29	s2	19.8	43.4
2026-03-10T12:02:29	s3	23.5	45.7
2026-03-10T12:02:30	s1	21.2	45.7
2026-03-10T12:02:30	s2	19.8	47.4
2026-03-10T12:02:30	s3	23.5	47.6
2026-03-10T12:02:31	s1	21.4	45.9
2026-03-10T12:02:31	s2	19.7	44.5
2026-03-10T12:02:31	s3	23.4	47.3
2026-03-10T12:02:32	s1	21.2	43.2
2026-03-10T12:02:32	s2	19.9	44.0
2026-03-10T12:02:32	s3	23.6	47.5
2026-03-10T12:02:33	s1	21.2	45.0
2026-03-10T12:02:33	s2	19.9	45.4
2026-03-10T12:02:33	s3	23.5	47.0
2026-03-10T12:02:34	s1	21.4	44.1
2026-03-10T12:02:34	s2	19.7	44.5
2026-03-10T12:02:34	s3	23.6	47.6
2026-03-10T12:02:35	s1	21.4	44.9
2026-03-10T12:02:35	s2	19.7	46.3
2026-03-10T12:02:35	s3	23.4	45.0
2026-03-10T12:02:36	s1	21.2	44.1
2026-03-10T12:02:36	s2	19.8	46.7
2026-03-10T12:02:36	s3	23.6	43.4
2026-03-10T12:02:37	s1	21.4	42.2
2026-03-10T12:02:37	s2	19.9	43.2
2026-03-10T12:02:37	s3	23.5	44.3
2026-03-10T12:02:38	s1	21.4	42.1
2026-03-10T12:02:38	s2	19.8	44.3
2026-03-10T12:02:38	s3	23.5	42.8
2026-03-10T12:02:39	s1	21.4	45.3
2026-03-10T12:02:39	s2	19.7	42.7
2026-03-10T12:02:39	s3	23.6	47.4
2026-03-10T12:02:40	s1	21.3	44.1
2026-03-10T12:02:40	s2	19.9	43.4
2026-03-10T12:02:40	s3	23.4	42.1
2026-03-10T12:02:41	s1	21.3	46.5
2026-03-10T12:02:41	s2	19.9	45.2
2026-03-10T12:02:41	s3	23.4	46.8
2026-03-10T12:02:42	s1	21.4	43.5
2026-03-10T12:02:42	s2	19.7	42.3
2026-03-10T12:02:42	s3	23.5	43.7
2026-03-10T12:02:43	s1	21.3	45.6
2026-03-10T12:02:43	s2	19.9	48.0
2026-03-10T12:02:43	s3	23.4	44.4
2026-03-10T12:02:44	s1	21.4	45.9
2026-03-10T12:02:44	s2	19.7	47.6
2026-03-10T12:02:44	s3	23.4	46.2
2026-03-10T12:02:45	s1	21.4	47.4
2026-03-10T12:02:45	s2	19.9	44.7
2026-03-10T12:02:45	s3	23.5	44.2
2026-03-10T12:02:46	s1	21.3	47.2
2026-03-10T12:02:46	s2	19.8	47.4
2026-03-10T12:02:46	s3	23.5	45.2
2026-03-10T12:02:47	s1	21.2	44.1
2026-03-10T12:02:47	s2	19.8	47.7
2026-03-10T12:02:47	s3	23.5	42.5
2026-03-10T12:02:48	s1	21.5	47.0
2026-03-10T12:02:48	s2	19.8	43.8
2026-03-10T12:02:48	s3	23.5	42.7
2026-03-10T12:02:49	s1	21.4	46.7
2026-03-10T12:02:49	s2	19.7	43.4
2026-03-10T12:02:49	s3	23.5	46.6
2026-03-10T12:02:50	s1	21.5	42.1
2026-03-10T12:02:50	s2	19.9	43.6
2026-03-10T12:02:50	s3	23.6	43.8
2026-03-10T12:02:51	s1	21.5	42.4
2026-03-10T12:02:51	s2	19.9	44.3
2026-03-10T12:02:51	s3	23.4	44.3
2026-03-10T12:02:52	s1	21.3	43.3
2026-03-10T12:02:52	s2	19.8	46.0
2026-03-10T12:02:52	s3	23.6	46.0
2026-03-10T12:02:53	s1	21.2	46.6
2026-03-10T12:02:53	s2	20.0	47.5
2026-03-10T12:02:53	s3	23.6	44.0
2026-03-10T12:02:54	s1	21.4	43.6
2026-03-10T12:02:54	s2	19.9	43.3
2026-03-10T12:02:54	s3	23.4	46.4
2026-03-10T12:02:55	s1	21.4	47.2
2026-03-10T12:02:55	s2	19.9	47.6
2026-03-10T12:02:55	s3	23.6	46.8
2026-03-10T12:02:56	s1	21.4	47.7
2026-03-10T12:02:56	s2	20.0	43.7
2026-03-10T12:02:56	s3	23.7	45.2
2026-03-10T12:02:57	s1	21.3	46.3
2026-03-10T12:02:57	s2	19.9	43.6
2026-03-10T12:02:57	s3	23.7	44.8
2026-03-10T12:02:58	s1	21.5	43.4
2026-03-10T12:02:58	s2	20.0	43.7
2026-03-10T12:02:58	s3	23.6	43.6
2026-03-10T12:02:59	s1	21.5	46.6
2026-03-10T12:02:59	s2	19.8	45.4
2026-03-10T12:02:59	s3	23.4	43.6
2026-03-10T12:03:00	s1	21.3	43.5
2026-03-10T12:03:00	s2	19.9	46.6
2026-03-10T12:03:00	s3	23.4	43.8
2026-03-10T12:03:01	s1	21.4	47.0
2026-03-10T12:03:01	s2	20.0	44.7
2026-03-10T12:03:01	s3	23.4	42.1
2026-03-10T12:03:02	s1	21.2	44.2
2026-03-10T12:03:02	s2	19.9	45.3
2026-03-10T12:03:02	s3	23.5	45.5
2026-03-10T12:03:03	s1	21.2	47.4
2026-03-10T12:03:03	s2	19.9	47.7
2026-03-10T12:03:03	s3	23.5	43.5
2026-03-10T12:03:04	s1	21.5	43.6
2026-03-10T12:03:04	s2	19.9	43.4
2026-03-10T12:03:04	s3	23.5	47.2
2026-03-10T12:03:05	s1	21.4	43.4
2026-03-10T12:03:05	s2	19.9	43.1
2026-03-10T12:03:05	s3	23.6	44.6
2026-03-10T12:03:06	s1	21.3	45.3
2026-03-10T12:03:06	s2	19.8	47.7
2026-03-10T12:03:06	s3	23.7	47.9
2026-03-10T12:03:07	s1	21.2	47.1
2026-03-10T12:03:07	s2	20.0	45.2
2026-03-10T12:03:07	s3	23.4	43.4
2026-03-10T12:03:08	s1	21.3	45.0
2026-03-10T12:03:08	s2	19.8	42.5
2026-03-10T12:03:08	s3	23.5	45.4
2026-03-10T12:03:09	s1	21.5	46.1
2026-03-10T12:03:09	s2	19.7	44.6
2026-03-10T12:03:09	s3	23.5	42.1
2026-03-10T12:03:10	s1	21.4	44.2
2026-03-10T12:03:10	s2	20.0	47.4
2026-03-10T12:03:10	s3	23.5	47.7
2026-03-10T12:03:11	s1	21.3	42.2
2026-03-10T12:03:11	s2	19.8	43.7
2026-03-10T12:03:11	s3	23.5	45.5
2026-03-10T12:03:12	s1	21.3	43.3
2026-03-10T12:03:12	s2	19.8	46.3
2026-03-10T12:03:12	s3	23.7	46.7
2026-03-10T12:03:13	s1	21.4	47.6
2026-03-10T12:03:13	s2	19.8	45.5
2026-03-10T12:03:13	s3	23.6	42.9
2026-03-10T12:03:14	s1	21.5	45.9
2026-03-10T12:03:14	s2	20.0	47.8
